번호,제목,글쓴이,작성일,조회,추천,링크,본문,갤러리,날짜,닉네임,IP,상세날짜,댓글
5425166,"10만원으로 인생공부 한썰 풀고갈게, 욕해도 좋아",역갤러(211.216),2023-12-15,141.0,3.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=5425166&search_pos=-5400386&s_type=search_subject_memo&s_keyword=사주&page=14,"중학교 동창 중에
A랑 엄청 안 좋게 싸우고 손절했어
(원인은 걔 남자친구가 이간질했는데 친구가 남친편들어줘서)
그리고 5년 후에
A가 결혼하는데 내가 너무 보고 싶고 나랑 싸운거 후회한대
그때 나도 울면서 미안하다고 했어
친구가 자기 집에서 내 생일이라고 밥해준대
갔는데 김치찜이랑 계란말이, 만두, 월남쌈 있었고
(근데 생일축하 따로 안해주고 밥먹고 끝남)
다음날 빵 사서 초도 꽂았어
(애들 먹기 모자를까봐 내돈으로 또 빵 더 사옴)
글고 생일 선물로 중고가게에서 누가 쓴 립스틱 4천원에 사줬어
원래 고데기 갖고싶었는데 18000원이라
A가 이거 살거면 반띵 하자고 했어
그래서 걍 고데기는 내돈으로 사고 립스틱 받았어
그리고 결혼식날 갔는데 너무 뻘쭘하더라고…
나랑 사이 안좋은 애도 있었고 이방인같이 느껴져서
5분만에 걍 집가려고 나왔는데
A가 전화온거야 밥먹고가라고
근데 동창중에 지체장애 있는 애도 있길래 걔랑 앉았거든
A가 답례품 나눠주고 다니는데 우리 테이블만 슥 지나가더라
그러고 난 다시 체할거같아서 걍 집에 갔어
참고로 작년에 내가 학생이라 통장에 딱 10만몇천원 있어서
10만원 다 뽑아서 축의함
그리고 A가 뭐 신혼여행 다녀왔다고 만나서 놀자더니
그때 지체장애 친구를 데려오더라고
(참고로 내가 그 지체장애 친구를 불편해하는걸 A도 알고있음)
신혼여행 선물도 없었고 밥사주는것도 없었어
그리고 내가 현타느껴서 1년간 걔 연락을 싹 다 씹었어ㅋㅋㅋㅋ
그렇다고 연락이 온것도 1년동안 3번밖에 안됨
1번은 정확히 본인 생일 날짜에 연락옴.. 씹음
2번째는 내생일 지나서 까먹어서 미안하다고 연락옴.. 씹음
3번째는 근황 물어보는 겸 임신했다고 연락옴
근데 임신사실은 아무리 그 친구가 얄미워도 애는 잘못없지않나
싶어서 그냥 연락하게 되었어
내가 애기를 좋아하기도 해서 정말 이건 기뻐했었어
오죽했으면 애기한테 편지도 쓰고 카메라도 구입했다ㅅㅂ
근데 연락 온 목적이 자기 가게에 알바생으로 나 쓰려고 연락온거더라고
또 허탈했어
참고로 얘네동네랑 우리동네랑 2시간 거리인데
작년에도 자기 사업할건데 와서 알바 해달라고 했는데 거절했거든
근데 임신해서 일 못 하니까 연락온거였어
(내가 취업했다고 하니까 좁은공간에 갇혀지내냐고 ㅜㅜ이런거보내더라) 별로 안반기는거에 당황했어
어찌저찌 만났는데 내가 일 끝나고 얘네 동네로 갔거든
어차피 지난 15년동안 단 한번도 얘가 우리동네에 온 적이 없어
밥은 당연히 내가 사줬고
애기 용품 소박하게 준비해서 줬는데 A가 기뻐하지 않는거야
그러면서 별안간 불길한 소리를 해서 실망했어
(이건 안 쓸게)
A가 임신해서 가게는 남편이 봐준다더니
자기 이제 일하러가본다고 가게에 가더라
그리고 정말 일을하고 나는 뻘쭘하게 서 있었어…
집에 가보겠다고 하니까 나보고 자고가래
카운터 바닥에서ㅋㅋㅋㅋㅋ
그래서 진짜 현타와서 집갔어
집가는 길에 길에서 할머니가 양팔파는거 사서 다시 되돌아가려다
그냥 집에 갔다
왜냐면 아까 같은 길 지나칠때
할머니가 양말파는거 안쓰러워서 친구한테 사주려고
양말 안필요하냐고 물어보니까
친구는 자기가 사야하는건줄알았는지 됐다고 한게 생각났어
그러고 한달쯤 지나서 다른 동창 B이랑 연락하게 되었는데
나보고 A는 원래 영악한거 몰랐냐 이러더라
학교다닐때 나 없으면 내뒷담 많이 깠었대
B말로는 내가 딱히 잘못한건 없지만
여자애들 사이에서 뒷담까기 좋은 역할이라고 했는데
그냥 이해는 갔어 친목을 위한거니깐
걔가 진심으로 너를 소중하게 여길거같냐고 하는데 또 현타왔어
동창B 말로는 A가 남미새라고 했는데
여태 그것도 몰랐어
그리고 더 소름돋았던게
작년에 결혼식 전에 나보고 애들 안보고 싶냐고
동창한테 연락돌리게 시켰거든
난 그냥 좋은 생각같아서 동창들한테 10년만에 막 연락돌렸지
그리고 동창들 사이에서 나 욕 엄청 먹었어
뜬금없이 연락하는 미친년이라고
그때 B한테도 연락했었거든
B가 되게 냉정하게 칼같이 끊어내길래 난 오해했는데
알고보니까 A가 B한테 결혼식 오라고 했다가 거절당한거였어
근데 A는 B가 내 연락 받나안받나 궁금해서 시킨거였음ㄷㄷ
어제 전화통화 한 뒤로 인류애고 뭐고 없고
인간들 다 너무 징그럽고… 힘이 하나도 안들어",,,,,,
3043592,나도 임술이라서 재혼 팔자라던데,ㅇㅇ(121.176),2022-11-16,222.0,4.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3043592&search_pos=-3030386&s_type=search_subject_memo&s_keyword=사주&page=7,"임술 보통 일찍 결혼하는데 성격이 고집 쎄서 이혼하는 팔자라던데
이혼은 개뿔 초혼도 안 했는데
사주는 있지만 내 선택에 따라서 달라서 인생이 달라진다
연애도 거의 안 했고 혼자 노는데 재미붙이고 취미생활하는데 재미 붙여서 굳이 해야 할 필요 있을까 생각함
- dc official App",,,,,,
5799328,둘중에 누가 더 궁합 잘 맞아요?,역갤러(210.181),2024-02-11,270.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=5799328&search_pos=-5769934&s_type=search_subject_memo&s_keyword=궁합&page=1,"난 신사일주고
밑에 을유 일주 남자랑 무오일주 남자 중에 고민중인데
궁합으로만 보면 누가 더 잘맞을까요??
- dc official App",,,,,,
7852296,남편 잘나가는 여자 사주 참고해라,ㅇㅇ(118.235),2024-12-13,265.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=7852296&search_pos=-7810386&s_type=search_subject_memo&s_keyword=사주&page=10,,,,,,,
8090733,사주나 궁합은 보완하라고 보는것인듯,뚱똥뚱(220.72),2025-01-16,143.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=8090733&search_pos=-8049934&s_type=search_subject_memo&s_keyword=궁합&page=1,"위험한거 하지말규 보완하라는 뜻 같음. 솔직히 무재 재다녀 돈못번다. 이런거 .. 아예틀린말은 아니지만, 노력하먄 될 수 있음. 그릇이 크지 않은 건 아쉽지만, 요즘 사주봐주시는 무당분들도 돈복이 약하다하지 너 거지팔자다 이렇진 않음 어떻게 돈벟어야 되는지 알려주지 ㅋㅋㅋ 예전에 선운 운운하면서 무재녀 재다녀 역한 사람들 봤는데 정병인둘",,,,,,
424354,수목 용신 갈리는 이유 이거 아닌가?,ㅇㅇ(110.11),2021-10-30,922.0,12.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=424354&search_pos=-430386&s_type=search_subject_memo&s_keyword=사주&page=16,"나는 수용, 목희인 을목 신약임
현재 백수고 회사 때려치고 퇴직금으로 살고 있음
좀더 놀다가 내년에 좆소취업이나 쿠팡알바해보려고 - 어차피 오래 못다님 지지가 개판.
일단 토기신이라는 전제하에.. 무술월 안좋은거는 공통적인것 같고
화하고 금에서 반응이 다른것 같아
내가 오행구족이고 합충도 많고 좀 복잡하고 잡스러워서
늘 그때그때 달라서 참 사주보기 안좋음
요며칠은  괜찮았음.
양력 10월 초에는 진짜 아파서 죽는 줄 알았음. 중반까지..
이제 10월 끝나 가니까 좀 괜찮은데
최근에 지지로 금이 들어온 날은 오히려 괜찮았음. 금생수 돼서 그런거 같고..
지지로 화가 미토술토 들어오는 날은 짜증나고 그런 적이 많은것 같았어
천간으로 병화 들어오는 날은 진짜 행복 그 자체고.. 병화만 맨날 왔으면 좋을 정도로..^^;;
임수도 괜찮았음
그래서 아마도 금이 들어올 때 안좋은 사람, 화가 들어올때 안좋은 사람 또 갈리는 것 같다
오늘도 신해일인데 공부도 잘 되고 기분은 괜찮음.
아무튼 수목용신들 임인년은 꼭 살아봐야 한다.
돈 없으면 쿠팡일일알바라도 하면서 버티자.",,,,,,
7431556,둘중누구사주가더좋아? ㅇㅇㅈㅂㅈㅂㅈㅂㅈㅂ진지해,ㅇㅇ(211.235),2024-10-08,18.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=7431556&search_pos=-7390386&s_type=search_subject_memo&s_keyword=사주&page=6,"좀바주라
위나밑남자
- dc official App",,,,,,
12645313,여기애들은 사주나 운 좋아도 발복못하는게,ㅇㅇ(106.102),2020-01-04,7985.0,173.0,https://gall.dcinside.com/board/view/?id=divination&no=12645313&search_pos=-12605549&s_type=search_subject_memo&s_keyword=사주&page=2,남한테 베풀 생각 1도없고 무조건 받고 내 권리나 챙길 생각만하면서 살음 ㅋㅋ 남한테 베풀고 의무 지고 양심지키는게 손해보는 게 절대로 아님 인과응보 진짜로 존재한다 난 마음공부하고 불교 공부해보니 세상은 내 마음(무의식)대로 흘러감 여자볼때 성적으로 욕구해소나 할려는 남자새끼들이나 남자볼때 어장관리하면서 꼬리치면서 뜯어먹으려고하는 년들이나 다를거 없음 깨닫지 못하면 나이들어서 엄청 고생할걸,,,,,,
14849410,이성으로 느껴지는 상남자 사주,파이리(58.78),2020-10-04,188.0,1.0,https://gall.dcinside.com/board/view/?id=divination&no=14849410&search_pos=-14805549&s_type=search_subject_memo&s_keyword=사주&page=1,상남자 사주,,,,,,
8477365,김새론만 봐도 사주 없음,ㅇㅇ(223.39),2025-03-10,793.0,4.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=8477365&search_pos=-8430386&s_type=search_subject_memo&s_keyword=사주&page=10,김새론 경금 인다 수목 용신인데 임인년 계묘년이 제일 안좋았고 결국 을사년에 사망 ㅇㅇ,,,,,,
2654722,내 전남친들은 다 내 머리말려주고 공주처럼 대해줌,ㅇㅇ(117.111),2022-09-15,69.0,2.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=2654722&search_pos=-2640386&s_type=search_subject_memo&s_keyword=사주&page=1,"나 비겁다고
개네 사주까지 안찾아봤어",,,,,,
10699800,나 신금인데 전남친들 대부분이 무토,ㅇㅇ(121.74),2019-05-21,453.0,2.0,https://gall.dcinside.com/board/view/?id=divination&no=10699800&search_pos=-10665549&s_type=search_subject_memo&s_keyword=사주&page=7,"최근에 헤어진 사람은 병화.
이를 계기로 여태 만난 사람들 중 1년이상 만난 사람들 사주명식 뽑아봤는데 대부분이 무토.
꽂혀서 내 친한 친구들도 뽑아보니 무토.
울엄마도 무토.
신금 무토가 잘어울린다는 글 못본거 같은데 뭘까",,,,,,
2859106,헐 사주알아서 너무좋은데 그냥,ㅇㅇ(27.119),2022-10-19,33.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=2859106&search_pos=-2850386&s_type=search_subject_memo&s_keyword=사주&page=18,"사리면서 살고싶음 제발
사주를 알고나서의 내인생 챕터2는 어케될지
정말 아무일도 일어나지 않는 느낌으로다가
허무하게 막을 내리는 거야
너무좋아 어떡ㅎ완전 도닦는 느낌",,,,,,
12144319,근데 나 사주오프에서볼때마다 목화용신이라고는 하는데,금꼬부기,2019-11-09,89.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=12144319&search_pos=-12105549&s_type=search_subject_memo&s_keyword=사주&page=2,"목화용신이면 진심내사주 개빻은거임 ㅜㅠ
대운도 다뒤질때나 화운오구ㅜ에혀
인생 종말해야되나ㅡㅡ
- dc official App",,,,,,
15005233,손금잘보는덴 진짜 잘본다;;,999(58.123),2020-10-25,67.0,2.0,https://gall.dcinside.com/board/view/?id=divination&no=15005233&search_pos=-14965549&s_type=search_subject_memo&s_keyword=사주&page=14,사주에서도 못보는걸 손금으로 보네,,,,,,
2915345,식상이랑 공부랑 상관있냐?,호호냥(220.84),2022-10-28,136.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=2915345&search_pos=-2900386&s_type=search_subject_memo&s_keyword=사주&page=5,"내사주가 천간은 수3 무토1이고
지지는 인묘진목국이라 수생목만 더럽게하는사주인데
식상이많은거랑 공부에 욕심있는거랑 상관있음?",,,,,,
15784150,이 여자 사주 신축년에 어때,ㅇㅇ(116.125),2021-02-05,123.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=15784150&search_pos=-15745549&s_type=search_subject_memo&s_keyword=사주&page=18,.,,,,,,
6444290,내 사주 어때 ?? 미녀야,역갤러(175.203),2024-05-14,85.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=6444290&search_pos=-6410386&s_type=search_subject_memo&s_keyword=사주&page=5,"어때???? ㅎㅇ
- dc official App",,,,,,
6272127,카지노에서는 VIP 모을 때 성명 사주 안 보고요,■x(119.64),2024-04-22,21.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=6272127&search_pos=-6240386&s_type=search_subject_memo&s_keyword=사주&page=10,"얼마나 카지노에 기여하는 지 본다고
본명 안 써도 되고 핸들네임으로 등록
나는 M",,,,,,
6682555,이 사주 올해부터 괜찮아져??,역갤러(118.235),2024-06-17,77.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=6682555&search_pos=-6650386&s_type=search_subject_memo&s_keyword=사주&page=18,작년까지 너무 힘들었어…,,,,,,
13736468,저 화기가 강한 사주인가요~?,내주변갑잔치(121.143),2020-05-15,56.0,1.0,https://gall.dcinside.com/board/view/?id=divination&no=13736468&search_pos=-13695549&s_type=search_subject_memo&s_keyword=사주&page=3,"사주에 어떤 오행이 강한가요?
- dc official App",,,,,,
1984234,어렸을때 나는 자전거가 갖고싶었다,ㅇㅇ(116.125),2022-06-09,27.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=1984234&search_pos=-1980386&s_type=search_subject_memo&s_keyword=사주&page=13,"하지만 소심했던 나는 부모님에게 이야기를 꺼내지 못했다
부모님이 사주시는 게임을 재밌게 하곤했지만 사실 속으로는 자전거가 더갖고 싶었다
자전거를 타고다니는 친구들을 보면 몹씨 부러웠다
그렇게 나는 학창시절을 게임만 하며 끝마치게 되었다
만약 내가 자전거를 샀었더라면 내 인생이 어떻게 바꼈을까?
가끔 상상은 하지만 역시나 상상은 상상일뿐이다",,,,,,
10003802,예술로 성공한 사주의 최고봉 .....JPG,ㅇㅇ(112.154),2019-02-13,467.0,7.0,https://gall.dcinside.com/board/view/?id=divination&no=10003802&search_pos=-9975549&s_type=search_subject_memo&s_keyword=사주&page=15,"Jackie evancho
전문예체능교육을 따로받은적이없음
10살에 빌보드50주연속 1위 47억원을 벌어 십대재벌8위
천조국은 출생시까지 정확히 알수있는 케이스가 많은데
그중 하나",,,,,,
10749790,사주 좀 봐달라 ㅠㅠㅜㅡㅠ흐이이잉,ㅎㅎ(14.32),2019-05-27,21.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=10749790&search_pos=-10715549&s_type=search_subject_memo&s_keyword=사주&page=8,"나 제대로봐주는놈들
나도 사주 봐줄게!",,,,,,
3701463,도도맘 최영아 박나래 노홍철 다 정유 일주네,정유극혐(220.93),2023-02-24,91.0,8.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3701463&search_pos=-3690386&s_type=search_subject_memo&s_keyword=사주&page=22,"정유 일주
귀명이라고 올려치기 하는 거 극혐.
알고보면
이미지 메이킹 잘하는
영악한 이중인격자 사주인데",,,,,,
5356010,솔직히 사주로 미래가 맞춰지는 건 ㄹㅇ 뻔한 사주일 때 얘기고,역갤러(211.36),2023-12-04,158.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=5356010&search_pos=-5330386&s_type=search_subject_memo&s_keyword=사주&page=12,"나도 누가 부탁해서 몇번 봐 준 적 있지만
생긴거랑 사주가 같은 거 보고
소스라침 ㅋㅋ.
뭔가 뚜렷한 인상 관상은 사주도 똑똑 떨어지고
뚜렷해.
그러니 인생도 안 꼬였음.
사주 보기도 쉬움.
- dc official App",,,,,,
14089320,사주 공부하먄 뭐하냐능..,ㅇㅇ(223.38),2020-06-29,25.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=14089320&search_pos=-14055549&s_type=search_subject_memo&s_keyword=사주&page=24,돈이 안된다고..나의 편인아,,,,,,
3500401,저승사자한테 지랄하면 죽여버린다,저승사자,2023-01-22,24.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3500401&search_pos=-3490386&s_type=search_subject_memo&s_keyword=사주&page=39,"역학갤러리에서 고닉 휴ㅅ휴 짝사랑 중임♡ 휴ㅅ휴가 먼저 겨울생 같다고 꼬리쳤음♡ 남미새임♡ 커플 성사되서 역학갤러리 탈갤하는게 목적임♡ 소개팅 받고 싶어함♡ 썸타고 연애하고 결혼하고 싶어함♡ 애도 잘 돌봄♡ 동물도 잘 돌봄♡ 사람 못 괴롭히니 동물 괴롭히는것들 싫어함♡ 사주팔자 없음♡ 지문도 없음♡ 악플러 싫어함♡ ※ 남자들하고 사이회복 불가능 ※ ♡ 친오빠 전화번호 삭제함♡
- 저승사자 여자임♡ 을미공주 아님♡ 모헤 아님♡ 뿍구 아님♡ 김소미 아님♡ 우지은 아님♡ 듈늬 아님♡ 사랑꾼임♡ 일본 좋아함♡ 오타쿠♡ 플라토닉 러브♡ 직업 없음♡ 히키코모리임♡ 밖에 안나간지 5년 넘음♡ 밥 적게 먹음♡ 요리 못함♡ 자매 없음♡ 친구 0명♡ 지인 0명♡ 조현병 아님♡ 연기자 아님♡ 서울 안살음♡ 화류계 아님♡ 세무조사 가능♡ 바람핀적 없음♡ 상간녀 아님♡ 간호사 아님♡ 간호조무사 아님♡ 의사 안좋아함♡ 간호계열 직업 준비 안함♡ 판사 검사 변호사 좋아함♡ 썸남 없음♡ 남친 없음♡ 남편 없음♡ 자식 없음♡ 시어머니 없음♡ 시아버지 없음♡ 동거한적 없음♡ 임신한적 없음♡ 결혼한적 없음♡ 오징어지킴이들 저승사자한테 접근금지♡ 니 오징어 관심없음♡ 키크고 돈많은 잘생긴 남자 좋아함♡ 오픈카 1억이상 불가리 비제로원 에프터눈티 오마카세 사주는 남자 좋아함♡ 2023년 1월 20일 기준♡",,,,,,
